auc_ctr,logloss_ctr,pr_auc_ctr,auc_ctcvr,logloss_ctcvr,pr_auc_ctcvr,auc_cvr,logloss_cvr,pr_auc_cvr,model,train_size,propose_switches,propose_split_calls,delta
0.9468902081614091,0.06745128791113537,0.4782236712943197,0.9039465580555077,0.02583735375928861,0.21149291562868103,0.6896736186348862,0.4470018906831265,0.4107626695821059,propose,100000,10,294,0.0001
0.9468902081614091,0.06745128791113537,0.4782236712943197,0.9039465580555077,0.02583735375928861,0.21149291562868103,0.6896736186348862,0.4470018906831265,0.4107626695821059,propose,100000,10,294,0.0005
0.9468902081614091,0.06745128791113537,0.4782236712943197,0.9039465580555077,0.02583735375928861,0.21149291562868103,0.6896736186348862,0.4470018906831265,0.4107626695821059,propose,100000,10,294,0.001
0.9468902081614091,0.06745128791113537,0.4782236712943197,0.9039465580555077,0.02583735375928861,0.21149291562868103,0.6896736186348862,0.4470018906831265,0.4107626695821059,propose,100000,10,294,0.005
0.9468902081614091,0.06745128791113537,0.4782236712943197,0.9039465580555077,0.02583735375928861,0.21149291562868103,0.6896736186348862,0.4470018906831265,0.4107626695821059,propose,100000,10,294,0.01
0.9468902081614091,0.06745128791113537,0.4782236712943197,0.9039465580555077,0.02583735375928861,0.21149291562868103,0.6896736186348862,0.4470018906831265,0.4107626695821059,propose,100000,10,294,0.05
0.9488718991555578,0.06736888052568502,0.47849638273363215,0.9024819247029973,0.025837416906902572,0.21146769559242173,0.6896861940876026,0.4470172221703317,0.4108072541137522,propose,100000,14,296,0.1
0.9533851676683691,0.06693007422364171,0.4783161924933784,0.9062199999187107,0.025835800671539455,0.21155501822514355,0.6895111050920911,0.446927840960529,0.4108886761609595,propose,100000,31,296,0.3
0.9540468844481623,0.06614019516406527,0.4819826761964384,0.9064421907261384,0.02564383922744455,0.21292122910016545,0.689253308311407,0.44651600254725293,0.4112611322770872,propose,100000,45,297,0.5
0.9550612015130097,0.06555731143902092,0.4838561128230481,0.9272291942867519,0.024528069189182503,0.23834590744610207,0.6895023990094412,0.44635836770715975,0.4121589590709941,propose,100000,63,298,1.0
0.9550778629305133,0.06532943559768457,0.4836042296293012,0.8913659742036636,0.025864145150817832,0.20474703894248691,0.692866332611051,0.4459884322658974,0.408720108759429,propose,100000,91,297,3.0
0.9558360350978914,0.0651073438055034,0.4857019848267262,0.8915181591341966,0.02587046488555589,0.20430823610376014,0.6934090117628849,0.44576101827007963,0.4142393101865228,propose,100000,107,299,5.0
0.9560485050149811,0.06485289661708783,0.4870792041516465,0.8771330534891206,0.02662234347778345,0.19149527688878729,0.689327793685188,0.4463970523546268,0.40899699005046475,propose,100000,133,297,10.0
0.9569403608603332,0.06422377221965736,0.4892645891025296,0.8766066040373574,0.026996244696853484,0.18513160079145957,0.6905123045968117,0.4492623378397469,0.38206929293292985,propose,100000,213,293,30.0
0.9515699686569522,0.06642565112560406,0.459660926159847,0.9773433412792792,0.01815886337403806,0.24022828958430578,0.7329544993673145,0.42858773263301847,0.4194796819490547,propose,200000,2,288,0.0001
0.9515699686569522,0.06642565112560406,0.459660926159847,0.9773433412792792,0.01815886337403806,0.24022828958430578,0.7329544993673145,0.42858773263301847,0.4194796819490547,propose,200000,2,288,0.0005
0.9515699686569522,0.06642565112560406,0.459660926159847,0.9773433412792792,0.01815886337403806,0.24022828958430578,0.7329544993673145,0.42858773263301847,0.4194796819490547,propose,200000,2,288,0.001
0.9515699686569522,0.06642565112560406,0.459660926159847,0.9773433412792792,0.01815886337403806,0.24022828958430578,0.7329544993673145,0.42858773263301847,0.4194796819490547,propose,200000,2,288,0.005
0.9515699686569522,0.06642565112560406,0.459660926159847,0.9773433412792792,0.01815886337403806,0.24022828958430578,0.7329544993673145,0.42858773263301847,0.4194796819490547,propose,200000,2,288,0.01
0.9515699686569522,0.06642565112560406,0.459660926159847,0.9773433412792792,0.01815886337403806,0.24022828958430578,0.7329544993673145,0.42858773263301847,0.4194796819490547,propose,200000,6,288,0.05
0.9515699686569522,0.06642565112560406,0.459660926159847,0.9773433412792792,0.01815886337403806,0.24022828958430578,0.7329544993673145,0.42858773263301847,0.4194796819490547,propose,200000,14,288,0.1
0.9526181137776738,0.06579202418850298,0.4561838740573865,0.9773478269166272,0.018156645551045035,0.2402287226659805,0.7322934241264074,0.4287267976858625,0.41935284688311125,propose,200000,40,287,0.3
0.9520954034384821,0.06571109592238024,0.4545319144843769,0.9757459477702098,0.018153837666198054,0.24022560408725982,0.7313667020862398,0.42873733841235384,0.41908834090364233,propose,200000,50,287,0.5
0.9520110725847176,0.06573501236333977,0.45412489209552276,0.9756152310206668,0.018157858013831876,0.239773307873793,0.7311836896920931,0.4287750492980365,0.4190405056862877,propose,200000,51,288,1.0
0.951939449754308,0.06553955793506089,0.4655779652147404,0.9773068334684865,0.017295782481563476,0.2441395397591454,0.7275908674280522,0.4298820825099589,0.41643902401612426,propose,200000,74,293,3.0
0.9523459333294285,0.06547489413850437,0.4657490910992527,0.9773710044686656,0.01727696310543192,0.23875397068550283,0.7290311394828202,0.4295973858258909,0.4153294854321383,propose,200000,87,295,5.0
0.9542589288090368,0.065163279246441,0.47084194932203977,0.9769853768644632,0.01692248050265462,0.24669703844280505,0.727866653418124,0.43061366489614816,0.38363378704530693,propose,200000,137,299,10.0
0.9540673056706224,0.06457477237512803,0.4799110042933963,0.9776186010958381,0.017198917975893225,0.23576419352363576,0.7350259360500957,0.4322211242380996,0.37086552782351623,propose,200000,202,298,30.0
