depth,information_gain,switched,delta,weighting_strategy,node_id,tree_index
0,658.9409749144141,False,0.0001,ctcvr_subctr_de_norm_gain,0,0
1,98.44406111854526,False,0.0001,ctcvr_subctr_de_norm_gain,1,0
2,11.836096987079278,False,0.0001,ctcvr_subctr_de_norm_gain,2,0
2,116.12510934103479,False,0.0001,ctcvr_subctr_de_norm_gain,5,0
1,219.57198969029093,False,0.0001,ctcvr_subctr_de_norm_gain,8,0
2,102.69426410661993,False,0.0001,ctcvr_subctr_de_norm_gain,9,0
2,11.786897317784216,True,0.0001,ctcvr_subctr_de_norm_gain,12,0
0,426.9258473562194,False,0.0001,ctcvr_subctr_de_norm_gain,0,1
1,181.14312885570456,False,0.0001,ctcvr_subctr_de_norm_gain,1,1
2,71.6941189311832,False,0.0001,ctcvr_subctr_de_norm_gain,2,1
1,7.804373491948695,False,0.0001,ctcvr_subctr_de_norm_gain,6,1
2,6.657771856048814,False,0.0001,ctcvr_subctr_de_norm_gain,7,1
2,21.78191721604133,False,0.0001,ctcvr_subctr_de_norm_gain,10,1
0,30.903912146082106,False,0.0001,ctcvr_subctr_de_norm_gain,0,2
1,19.81674245659356,False,0.0001,ctcvr_subctr_de_norm_gain,1,2
1,7.246123042782887,False,0.0001,ctcvr_subctr_de_norm_gain,4,2
2,4.679965270303487,False,0.0001,ctcvr_subctr_de_norm_gain,5,2
2,33.26849297709914,False,0.0001,ctcvr_subctr_de_norm_gain,8,2
0,6.621919517108072,False,0.0001,ctcvr_subctr_de_norm_gain,0,3
1,3.7118797066909472,False,0.0001,ctcvr_subctr_de_norm_gain,1,3
2,1.2042905979596732,False,0.0001,ctcvr_subctr_de_norm_gain,2,3
2,4.0372708039594,False,0.0001,ctcvr_subctr_de_norm_gain,5,3
1,6.934120038815658,False,0.0001,ctcvr_subctr_de_norm_gain,8,3
2,81.71105573577817,False,0.0001,ctcvr_subctr_de_norm_gain,9,3
2,1.861655979813103,False,0.0001,ctcvr_subctr_de_norm_gain,12,3
0,4.0674532893565605,False,0.0001,ctcvr_subctr_de_norm_gain,0,4
1,2.135994809625714,False,0.0001,ctcvr_subctr_de_norm_gain,1,4
2,0.4429541348392281,False,0.0001,ctcvr_subctr_de_norm_gain,2,4
2,5.131954746836387,False,0.0001,ctcvr_subctr_de_norm_gain,5,4
1,4.145350469326787,False,0.0001,ctcvr_subctr_de_norm_gain,8,4
2,15.062771444003815,False,0.0001,ctcvr_subctr_de_norm_gain,9,4
2,1.3384956878627259,False,0.0001,ctcvr_subctr_de_norm_gain,12,4
0,3.840767022323149,False,0.0001,ctcvr_subctr_de_norm_gain,0,5
1,1.4961194623684744,False,0.0001,ctcvr_subctr_de_norm_gain,1,5
2,1.2023206305504104,False,0.0001,ctcvr_subctr_de_norm_gain,2,5
2,0.6373428252659252,False,0.0001,ctcvr_subctr_de_norm_gain,5,5
1,3.133984832835843,False,0.0001,ctcvr_subctr_de_norm_gain,8,5
2,8.262327017124425,False,0.0001,ctcvr_subctr_de_norm_gain,9,5
2,1.1947074583026325,False,0.0001,ctcvr_subctr_de_norm_gain,12,5
0,3.6847399608306795,False,0.0001,ctcvr_subctr_de_norm_gain,0,6
1,0.9903127156389466,False,0.0001,ctcvr_subctr_de_norm_gain,1,6
2,1.0524931989070403,False,0.0001,ctcvr_subctr_de_norm_gain,2,6
2,0.5300336751494106,False,0.0001,ctcvr_subctr_de_norm_gain,5,6
1,2.817738304961308,False,0.0001,ctcvr_subctr_de_norm_gain,8,6
2,1.7476722151106165,False,0.0001,ctcvr_subctr_de_norm_gain,9,6
2,17.03745494070077,False,0.0001,ctcvr_subctr_de_norm_gain,12,6
0,3.3403161788085054,False,0.0001,ctcvr_subctr_de_norm_gain,0,7
1,0.7571792279390888,False,0.0001,ctcvr_subctr_de_norm_gain,1,7
2,1.771645025455102,False,0.0001,ctcvr_subctr_de_norm_gain,2,7
2,1.656525713692396,False,0.0001,ctcvr_subctr_de_norm_gain,5,7
1,2.240724846488704,False,0.0001,ctcvr_subctr_de_norm_gain,8,7
2,5.092710681683082,False,0.0001,ctcvr_subctr_de_norm_gain,9,7
2,1.1924739343652226,False,0.0001,ctcvr_subctr_de_norm_gain,12,7
0,3.0841666703430217,False,0.0001,ctcvr_subctr_de_norm_gain,0,8
1,0.8184881468170282,False,0.0001,ctcvr_subctr_de_norm_gain,1,8
2,0.765204167912275,False,0.0001,ctcvr_subctr_de_norm_gain,2,8
2,1.3190061023701931,False,0.0001,ctcvr_subctr_de_norm_gain,5,8
1,1.982126817313906,False,0.0001,ctcvr_subctr_de_norm_gain,8,8
2,10.709894752252694,False,0.0001,ctcvr_subctr_de_norm_gain,9,8
2,2.7092048148960215,False,0.0001,ctcvr_subctr_de_norm_gain,12,8
0,2.9179191714687516,False,0.0001,ctcvr_subctr_de_norm_gain,0,9
1,0.5908340547881874,False,0.0001,ctcvr_subctr_de_norm_gain,1,9
2,0.5453877208568536,False,0.0001,ctcvr_subctr_de_norm_gain,2,9
2,0.9724987180639193,False,0.0001,ctcvr_subctr_de_norm_gain,5,9
1,1.5856927265943002,False,0.0001,ctcvr_subctr_de_norm_gain,8,9
2,6.776164122311859,False,0.0001,ctcvr_subctr_de_norm_gain,9,9
2,2.1924180781578118,False,0.0001,ctcvr_subctr_de_norm_gain,12,9
0,2.797890233003942,False,0.0001,ctcvr_subctr_de_norm_gain,0,10
1,0.9907535227916711,False,0.0001,ctcvr_subctr_de_norm_gain,1,10
2,0.22442935966960498,False,0.0001,ctcvr_subctr_de_norm_gain,2,10
2,0.6464657694245051,False,0.0001,ctcvr_subctr_de_norm_gain,5,10
1,1.786818810250176,False,0.0001,ctcvr_subctr_de_norm_gain,8,10
2,3.5457021399041495,False,0.0001,ctcvr_subctr_de_norm_gain,9,10
2,1.730331804988361,False,0.0001,ctcvr_subctr_de_norm_gain,12,10
0,2.6054326582337124,False,0.0001,ctcvr_subctr_de_norm_gain,0,11
1,0.633209479031934,False,0.0001,ctcvr_subctr_de_norm_gain,1,11
2,0.19872397590981095,False,0.0001,ctcvr_subctr_de_norm_gain,2,11
2,0.47236095316486226,False,0.0001,ctcvr_subctr_de_norm_gain,5,11
1,1.455517795791799,False,0.0001,ctcvr_subctr_de_norm_gain,8,11
2,3.0254828434981267,False,0.0001,ctcvr_subctr_de_norm_gain,9,11
2,1.420098162842834,False,0.0001,ctcvr_subctr_de_norm_gain,12,11
0,2.4294386701351494,False,0.0001,ctcvr_subctr_de_norm_gain,0,12
1,0.44519390756634447,False,0.0001,ctcvr_subctr_de_norm_gain,1,12
2,0.6907505288358609,False,0.0001,ctcvr_subctr_de_norm_gain,3,12
1,1.2456173957943004,False,0.0001,ctcvr_subctr_de_norm_gain,6,12
2,1.7780796481607464,False,0.0001,ctcvr_subctr_de_norm_gain,7,12
2,8.073640344454253,False,0.0001,ctcvr_subctr_de_norm_gain,10,12
0,2.317205505626337,False,0.0001,ctcvr_subctr_de_norm_gain,0,13
1,6.897264174012617,False,0.0001,ctcvr_subctr_de_norm_gain,1,13
2,2.878468582078358,False,0.0001,ctcvr_subctr_de_norm_gain,2,13
2,9.815943094168837,False,0.0001,ctcvr_subctr_de_norm_gain,5,13
1,1.5080868379479693,False,0.0001,ctcvr_subctr_de_norm_gain,8,13
2,0.183150689856604,False,0.0001,ctcvr_subctr_de_norm_gain,9,13
2,0.9583854453775826,False,0.0001,ctcvr_subctr_de_norm_gain,12,13
0,2.0986061705267733,False,0.0001,ctcvr_subctr_de_norm_gain,0,14
1,0.3479531639115878,False,0.0001,ctcvr_subctr_de_norm_gain,1,14
2,0.21774124976108444,False,0.0001,ctcvr_subctr_de_norm_gain,2,14
2,0.3262055849526875,False,0.0001,ctcvr_subctr_de_norm_gain,5,14
1,1.0187290102285547,False,0.0001,ctcvr_subctr_de_norm_gain,8,14
2,2.22421757905123,False,0.0001,ctcvr_subctr_de_norm_gain,9,14
2,1.3537133688780218,False,0.0001,ctcvr_subctr_de_norm_gain,12,14
0,1.9167258973069927,False,0.0001,ctcvr_subctr_de_norm_gain,0,15
1,0.30328437728884516,False,0.0001,ctcvr_subctr_de_norm_gain,1,15
2,0.26897574041553707,False,0.0001,ctcvr_subctr_de_norm_gain,2,15
2,44.001190695432044,False,0.0001,ctcvr_subctr_de_norm_gain,5,15
1,0.9074733788089329,False,0.0001,ctcvr_subctr_de_norm_gain,8,15
2,2.1434226722280423,False,0.0001,ctcvr_subctr_de_norm_gain,9,15
2,1.157742802890267,False,0.0001,ctcvr_subctr_de_norm_gain,12,15
0,2.18934804480039,False,0.0001,ctcvr_subctr_de_norm_gain,0,16
1,0.19522947684574543,False,0.0001,ctcvr_subctr_de_norm_gain,1,16
2,0.7001959146378072,False,0.0001,ctcvr_subctr_de_norm_gain,3,16
1,0.9556616262515939,False,0.0001,ctcvr_subctr_de_norm_gain,6,16
2,0.6331089574200053,False,0.0001,ctcvr_subctr_de_norm_gain,7,16
2,9.11936186981158,False,0.0001,ctcvr_subctr_de_norm_gain,10,16
0,1.9942849857218996,False,0.0001,ctcvr_subctr_de_norm_gain,0,17
1,0.163092696917865,False,0.0001,ctcvr_subctr_de_norm_gain,1,17
2,0.21478078056346872,False,0.0001,ctcvr_subctr_de_norm_gain,2,17
2,44.951899749861376,False,0.0001,ctcvr_subctr_de_norm_gain,5,17
1,0.8426784148661293,False,0.0001,ctcvr_subctr_de_norm_gain,8,17
2,2.260349838014515,False,0.0001,ctcvr_subctr_de_norm_gain,9,17
2,1.3788191004022594,False,0.0001,ctcvr_subctr_de_norm_gain,12,17
0,2.3332552535441633,False,0.0001,ctcvr_subctr_de_norm_gain,0,18
1,0.2192780459046162,False,0.0001,ctcvr_subctr_de_norm_gain,1,18
2,0.196738873743608,False,0.0001,ctcvr_subctr_de_norm_gain,2,18
2,45.52802834200504,False,0.0001,ctcvr_subctr_de_norm_gain,5,18
1,0.8497702623536957,False,0.0001,ctcvr_subctr_de_norm_gain,8,18
2,0.5206045034613338,False,0.0001,ctcvr_subctr_de_norm_gain,9,18
2,1.690410781249781,False,0.0001,ctcvr_subctr_de_norm_gain,12,18
0,2.734231864929649,False,0.0001,ctcvr_subctr_de_norm_gain,0,19
1,0.2093157428940664,False,0.0001,ctcvr_subctr_de_norm_gain,1,19
2,0.5349226285985031,False,0.0001,ctcvr_subctr_de_norm_gain,2,19
