auc_ctr,logloss_ctr,auc_ctcvr,logloss_ctcvr,auc_cvr,logloss_cvr,model,n_params,n_estimators
0.5,0.4687763905779782,0.49848024316109424,0.21708459451231155,0.48214285714285715,1.4584505534050276,ESMM,2878242.0,
0.5071751328268533,0.17444030968261315,0.5650238818931828,0.07468563182661256,0.5714285714285714,0.6686068333522142,MTGBDT,,20.0
0.5508714434678981,0.1755651196844028,0.5060066579823419,0.08593917086164249,0.451530612244898,0.7306109098567178,STGBDTBaseline,,10.0
